Timestamp,1. Department (বিভাগ),2. Which academic year are you currently in?(আপনি বর্তমানে কোন শিক্ষাবর্ষে অধ্যয়ন করছেন?),3. Which digital device do you use most frequently?(আপনি কোন ডিজিটাল ডিভাইসটি সবচেয়ে বেশি ব্যবহার করেন?),4. How many hours per day do you use digital devices?(প্রতিদিন আপনি কত ঘণ্টা ডিজিটাল ডিভাইস ব্যবহার করেন?),5. How many hours per day do you use digital devices for academic activities?(প্রতিদিন একাডেমিক কার্যক্রমের জন্য আপনি কত ঘণ্টা ডিজিটাল ডিভাইস ব্যবহার করেন?),6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [Social Media],6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [Messaging],6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [YouTube / Video Streaming],6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [Gaming],6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [Browsing / News],7. How often do you use generative AI tools(Claude/ChatGPT etc.) for academic purposes? (আপনি একাডেমিক বা পড়াশোনার কাজে কত ঘন ঘন Generative AI টুল ব্যবহার করেন?),8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Understanding Theory/Lab Lecture],8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Writing Lab or Other Reports],8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Exam Preparation],8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Understanding Research Papers],8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Presentation Preparation],9. I engage in other digital activities while doing academic activities.(একাডেমিক কার্যক্রমের সময় আমি অন্যান্য ডিজিটাল কার্যক্রমে যুক্ত থাকি।),10. Notifications interrupt my concentration during academic activities(একাডেমিক কার্যক্রমের সময় নোটিফিকেশন আমার মনোযোগে বিঘ্ন ঘটায়),11. I check my devices without a specific reason during academic activities.(একাডেমিক কার্যক্রমের সময় কোনো নির্দিষ্ট কারণ ছাড়াই আমি আমার ডিভাইস দেখি।),12. I switch to digital entertainment while doing academic activities.(একাডেমিক কার্যক্রমের সময় আমি ডিজিটাল বিনোদনের দিকে চলে যাই।),13. I use digital devices longer than I intended.(আমি ইচ্ছার চেয়ে বেশি সময় ডিজিটাল ডিভাইস ব্যবহার করি।),14. I find it difficult to stop using digital devices.(ডিজিটাল ডিভাইস ব্যবহার বন্ধ করা আমার জন্য কঠিন।),15. The use of digital devices shortly before sleep reduces total sleep duration. (ঘুমানোর ঠিক আগে ডিজিটাল ডিভাইসের ব্যবহার মোট ঘুমের সময় কমিয়ে দেয়।),16. What time do you usually go to sleep at night?(আপনি সাধারণত রাতে কখন ঘুমাতে যান?),17. What time do you usually wake up in the morning?(আপনি সাধারণত সকালে কখন ঘুম থেকে ওঠেন?),"18. Do you usually have a second sleep period during the day or at another time?
(আপনি কি সাধারণত দিনে বা অন্য কোনো সময় দ্বিতীয়বার ঘুমান?)","19. If Yes, What time does your second sleep usually start?(হ্যাঁ হলে, আপনার দ্বিতীয়বার ঘুমানো সাধারণত কখন শুরু হয়?","20. If Yes, What time do you usually wake up from your second sleep?(হ্যাঁ হলে, দ্বিতীয়বার ঘুমানোর পর আপনি সাধারণত কখন ঘুম থেকে ওঠেন?)",21. What is your current CGPA?(আপনার বর্তমান CGPA কত?)
8/25/2026 21:33:46,CSE,2nd Year,Desktop Computer,More than  8 hours,4 - 6 hours,2,2,3-Moderate Time,3-Moderate Time,4,4,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3,1,3,3,3,2,3,After 1AM,6AM-7AM,Yes,3:45:00 PM,5:45:00 PM,3.75–4.00
8/25/2026 21:37:04,CSE,2nd Year,Smartphone,5 - 8 hours,Less than 1 hour,4,3-Moderate Time,4,3-Moderate Time,2,3,3-Moderately,5-Mostly Dependent on AI,4,3-Moderately,4,3,5,5,4,3,5,5,After 1AM,7AM-8AM,Yes,3:15:00 PM,4:15:00 PM,Below 3.00
8/25/2026 21:40:10,CSE,3rd Year,Smartphone,5 - 8 hours,2 - 4 hours,2,2,1-Minimum Time,1-Minimum Time,2,5,4,2,4,3-Moderately,5-Mostly Dependent on AI,2,1,1,2,2,2,5,12AM-1AM,5AM-6AM,No,,,3.50–3.74
8/25/2026 21:46:52,ME,2nd Year,Laptop,5 - 8 hours,2 - 4 hours,4,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,4,5-Mostly Dependent on AI,4,3-Moderately,2,4,3,3,4,1,4,3,5,12AM-1AM,6AM-7AM,No,,,3.25–3.49
8/25/2026 21:49:05,EEE,4th Year,Laptop,More than  8 hours,More than 7 hours,1-Minimum Time,2,2,2,1-Minimum Time,5,4,3-Moderately,4,3-Moderately,5-Mostly Dependent on AI,2,2,1,2,4,3,4,11PM-12AM,7AM-8AM,No,,,3.50–3.74
8/25/2026 21:49:14,CSE,3rd Year,Laptop,5 - 8 hours,4 - 6 hours,2,4,5-Most Time,1-Minimum Time,4,5,4,5-Mostly Dependent on AI,5-Mostly Dependent on AI,4,4,4,3,3,2,3,3,3,11PM-12AM,7AM-8AM,Yes,5:00:00 PM,5:45:00 PM,3.50–3.74
8/25/2026 21:49:25,CSE,1st Year,Laptop,More than  8 hours,More than 7 hours,2,2,3-Moderate Time,1-Minimum Time,2,5,5-Mostly Dependent on AI,4,4,3-Moderately,4,2,3,1,1,4,1,3,12AM-1AM,7AM-8AM,No,,,3.50–3.74
8/25/2026 21:55:27,CSE,2nd Year,Laptop,5 - 8 hours,More than 7 hours,1-Minimum Time,2,3-Moderate Time,2,2,4,5-Mostly Dependent on AI,4,3-Moderately,2,5-Mostly Dependent on AI,3,2,3,2,4,3,3,After 1AM,5AM-6AM,Yes,4:45:00 PM,6:45:00 PM,3.75–4.00
8/25/2026 22:00:46,EEE,2nd Year,Laptop,5 - 8 hours,Less than 1 hour,2,3-Moderate Time,5-Most Time,5-Most Time,4,3,4,4,2,3-Moderately,2,5,3,4,3,4,5,5,After 1AM,7AM-8AM,Yes,3:00:00 PM,4:45:00 PM,3.50–3.74
8/25/2026 22:06:21,ME,2nd Year,Laptop,Less than 2 hour,2 - 4 hours,1-Minimum Time,4,1-Minimum Time,1-Minimum Time,1-Minimum Time,2,3-Moderately,2,3-Moderately,2,3-Moderately,3,1,2,2,3,2,3,11PM-12AM,5AM-6AM,No,,,3.50–3.74
8/25/2026 22:10:55,ME,3rd Year,Desktop Computer,More than  8 hours,Less than 1 hour,4,4,3-Moderate Time,4,1-Minimum Time,4,4,3-Moderately,5-Mostly Dependent on AI,2,3-Moderately,5,4,3,4,5,5,5,12AM-1AM,After 8AM,Yes,3:00:00 PM,3:45:00 PM,Below 3.00
8/25/2026 22:12:12,ME,2nd Year,Laptop,5 - 8 hours,2 - 4 hours,5-Most Time,2,4,5-Most Time,3-Moderate Time,2,3-Moderately,4,3-Moderately,3-Moderately,5-Mostly Dependent on AI,4,4,5,5,4,4,5,After 1AM,7AM-8AM,Yes,3:30:00 PM,4:45:00 PM,3.00–3.24
8/25/2026 22:15:43,ME,4th Year,Laptop,5 - 8 hours,2 - 4 hours,4,2,5-Most Time,4,3-Moderate Time,5,4,3-Moderately,3-Moderately,3-Moderately,4,4,3,3,4,4,5,5,After 1AM,After 8AM,Yes,4:15:00 PM,6:15:00 PM,3.25–3.49
8/25/2026 22:19:33,CSE,2nd Year,Smartphone,5 - 8 hours,2 - 4 hours,4,3-Moderate Time,3-Moderate Time,1-Minimum Time,4,4,4,3-Moderately,4,3-Moderately,4,3,4,2,3,4,3,4,12AM-1AM,6AM-7AM,No,,,3.25–3.49
8/25/2026 22:24:06,CSE,1st Year,Desktop Computer,5 - 8 hours,2 - 4 hours,2,3-Moderate Time,4,4,4,4,4,3-Moderately,5-Mostly Dependent on AI,2,2,3,3,5,4,4,3,5,After 1AM,6AM-7AM,Yes,3:45:00 PM,5:15:00 PM,3.25–3.49
8/25/2026 22:27:48,ME,2nd Year,Smartphone,2 - 5 hours,2 - 4 hours,4,3-Moderate Time,4,2,4,5,3-Moderately,4,4,2,3-Moderately,2,2,4,2,2,4,4,10PM-11PM,After 8AM,No,,,3.00–3.24
8/25/2026 22:28:07,ME,2nd Year,Desktop Computer,2 - 5 hours,2 - 4 hours,4,3-Moderate Time,4,1-Minimum Time,4,4,2,5-Mostly Dependent on AI,4,3-Moderately,3-Moderately,4,2,4,4,3,5,4,11PM-12AM,7AM-8AM,Yes,5:15:00 PM,7:00:00 PM,3.50–3.74
8/25/2026 22:28:56,EEE,1st Year,Laptop,5 - 8 hours,2 - 4 hours,4,4,3-Moderate Time,5-Most Time,2,3,4,3-Moderately,4,3-Moderately,3-Moderately,5,3,4,5,5,5,4,11PM-12AM,After 8AM,Yes,3:15:00 PM,4:15:00 PM,3.25–3.49
8/25/2026 22:32:07,CE,1st Year,Smartphone,More than  8 hours,4 - 6 hours,2,1-Minimum Time,2,1-Minimum Time,3-Moderate Time,4,4,3-Moderately,5-Mostly Dependent on AI,1-Occasionally,5-Mostly Dependent on AI,2,2,2,3,2,2,4,After 1AM,6AM-7AM,Yes,3:00:00 PM,3:45:00 PM,3.50–3.74
8/25/2026 22:37:20,CSE,1st Year,Laptop,2 - 5 hours,2 - 4 hours,4,3-Moderate Time,4,2,2,5,3-Moderately,3-Moderately,2,3-Moderately,3-Moderately,3,3,4,3,5,3,5,12AM-1AM,After 8AM,No,,,3.00–3.24
8/25/2026 22:41:14,CSE,1st Year,Smartphone,More than  8 hours,2 - 4 hours,5-Most Time,4,5-Most Time,4,2,3,5-Mostly Dependent on AI,4,3-Moderately,4,5-Mostly Dependent on AI,5,4,4,5,5,5,5,After 1AM,6AM-7AM,Yes,3:15:00 PM,5:00:00 PM,3.25–3.49
8/25/2026 22:44:36,CSE,1st Year,Desktop Computer,More than  8 hours,2 - 4 hours,4,5-Most Time,4,3-Moderate Time,3-Moderate Time,5,5-Mostly Dependent on AI,4,3-Moderately,2,4,3,4,4,3,3,4,5,12AM-1AM,7AM-8AM,Yes,3:30:00 PM,4:30:00 PM,3.00–3.24
8/25/2026 22:47:35,ECE,1st Year,Laptop,5 - 8 hours,4 - 6 hours,2,5-Most Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3,5-Mostly Dependent on AI,5-Mostly Dependent on AI,5-Mostly Dependent on AI,2,3-Moderately,3,3,2,3,2,4,2,11PM-12AM,5AM-6AM,No,,,3.00–3.24
8/25/2026 22:48:13,CSE,1st Year,Desktop Computer,5 - 8 hours,4 - 6 hours,4,3-Moderate Time,5-Most Time,2,4,4,2,4,4,2,3-Moderately,3,3,1,4,3,2,5,After 1AM,6AM-7AM,Yes,5:00:00 PM,7:00:00 PM,3.00–3.24
8/25/2026 22:52:41,MSE,4th Year,Laptop,2 - 5 hours,Less than 1 hour,4,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,4,3-Moderately,4,4,4,3-Moderately,3,4,3,2,5,2,5,After 1AM,7AM-8AM,No,,,3.00–3.24
8/25/2026 22:54:47,CSE,2nd Year,Laptop,More than  8 hours,2 - 4 hours,2,3-Moderate Time,4,1-Minimum Time,2,5,3-Moderately,5-Mostly Dependent on AI,3-Moderately,3-Moderately,4,4,3,5,2,4,3,3,12AM-1AM,5AM-6AM,No,,,Below 3.00
8/25/2026 22:59:57,MSE,3rd Year,Laptop,5 - 8 hours,4 - 6 hours,2,3-Moderate Time,3-Moderate Time,1-Minimum Time,2,3,5-Mostly Dependent on AI,5-Mostly Dependent on AI,4,4,4,4,3,3,4,3,5,4,After 1AM,7AM-8AM,Yes,3:00:00 PM,5:00:00 PM,3.50–3.74
8/25/2026 23:03:26,BME,3rd Year,Laptop,5 - 8 hours,Less than 1 hour,1-Minimum Time,2,2,2,2,1,3-Moderately,4,3-Moderately,2,3-Moderately,5,2,1,1,3,1,3,11PM-12AM,6AM-7AM,No,,,3.25–3.49
8/25/2026 23:07:18,BME,3rd Year,Laptop,More than  8 hours,4 - 6 hours,2,2,3-Moderate Time,3-Moderate Time,3-Moderate Time,3,5-Mostly Dependent on AI,4,5-Mostly Dependent on AI,2,3-Moderately,4,3,4,4,4,5,5,After 1AM,After 8AM,No,,,3.00–3.24
8/25/2026 23:08:09,ESE,2nd Year,Smartphone,2 - 5 hours,2 - 4 hours,1-Minimum Time,2,2,1-Minimum Time,2,2,4,3-Moderately,2,1-Occasionally,2,1,1,2,1,2,2,2,11PM-12AM,5AM-6AM,No,,,3.50–3.74
8/25/2026 23:08:17,ME,3rd Year,Laptop,2 - 5 hours,More than 7 hours,2,3-Moderate Time,4,3-Moderate Time,4,5,3-Moderately,2,4,4,3-Moderately,3,1,2,2,1,4,2,12AM-1AM,6AM-7AM,Yes,3:30:00 PM,4:30:00 PM,3.50–3.74
8/25/2026 23:09:10,CE,3rd Year,Laptop,2 - 5 hours,2 - 4 hours,1-Minimum Time,1-Minimum Time,1-Minimum Time,1-Minimum Time,3-Moderate Time,2,3-Moderately,4,1-Occasionally,3-Moderately,2,2,1,1,2,4,3,4,10PM-11PM,5AM-6AM,No,,,Below 3.00
8/25/2026 23:18:03,ECE,1st Year,Laptop,More than  8 hours,More than 7 hours,1-Minimum Time,2,3-Moderate Time,2,3-Moderate Time,4,2,3-Moderately,3-Moderately,4,5-Mostly Dependent on AI,3,3,2,2,2,1,4,11PM-12AM,5AM-6AM,Yes,3:45:00 PM,5:00:00 PM,3.50–3.74
8/25/2026 23:20:35,EEE,1st Year,Desktop Computer,5 - 8 hours,2 - 4 hours,5-Most Time,4,5-Most Time,2,2,5,2,4,4,2,3-Moderately,4,3,4,5,5,4,5,After 1AM,After 8AM,No,,,3.00–3.24
8/25/2026 23:22:55,CSE,3rd Year,Smartphone,More than  8 hours,2 - 4 hours,4,4,4,3-Moderate Time,3-Moderate Time,5,2,4,4,2,3-Moderately,5,5,5,3,5,2,5,After 1AM,After 8AM,Yes,4:30:00 PM,6:00:00 PM,3.00–3.24
8/25/2026 23:29:50,EEE,1st Year,Laptop,5 - 8 hours,Less than 1 hour,3-Moderate Time,1-Minimum Time,3-Moderate Time,2,3-Moderate Time,3,4,4,4,3-Moderately,3-Moderately,3,4,4,4,5,4,5,12AM-1AM,6AM-7AM,No,,,3.50–3.74
8/25/2026 23:37:36,ME,1st Year,Laptop,5 - 8 hours,4 - 6 hours,2,1-Minimum Time,3-Moderate Time,1-Minimum Time,4,4,3-Moderately,4,3-Moderately,3-Moderately,3-Moderately,2,3,2,2,3,3,2,After 1AM,5AM-6AM,No,,,3.75–4.00
8/25/2026 23:45:24,EEE,2nd Year,Desktop Computer,2 - 5 hours,2 - 4 hours,1-Minimum Time,3-Moderate Time,1-Minimum Time,2,2,1,3-Moderately,3-Moderately,4,2,4,2,1,2,2,2,2,2,After 1AM,5AM-6AM,No,,,3.50–3.74
8/25/2026 23:46:42,IEM,3rd Year,Smartphone,More than  8 hours,More than 7 hours,1-Minimum Time,3-Moderate Time,3-Moderate Time,1-Minimum Time,4,4,5-Mostly Dependent on AI,4,4,5-Mostly Dependent on AI,5-Mostly Dependent on AI,2,1,4,2,2,1,4,11PM-12AM,6AM-7AM,Yes,3:30:00 PM,4:45:00 PM,3.50–3.74
8/25/2026 23:49:25,ME,2nd Year,Laptop,5 - 8 hours,4 - 6 hours,2,4,2,3-Moderate Time,4,4,4,5-Mostly Dependent on AI,5-Mostly Dependent on AI,3-Moderately,4,4,2,4,2,3,1,4,After 1AM,7AM-8AM,No,,,3.00–3.24
8/26/2026 9:04:17,CSE,2nd Year,Laptop,5 - 8 hours,2 - 4 hours,4,3-Moderate Time,4,5-Most Time,2,4,2,3-Moderately,4,3-Moderately,3-Moderately,4,2,4,4,4,5,4,After 1AM,7AM-8AM,Yes,3:15:00 PM,5:15:00 PM,3.25–3.49
8/26/2026 9:38:09,CSE,1st Year,Laptop,5 - 8 hours,4 - 6 hours,2,2,3-Moderate Time,2,1-Minimum Time,5,4,4,3-Moderately,3-Moderately,3-Moderately,3,2,4,2,5,3,3,After 1AM,7AM-8AM,No,,,3.00–3.24
8/26/2026 11:03:14,CSE,2nd Year,Smartphone,More than  8 hours,2 - 4 hours,5-Most Time,5-Most Time,5-Most Time,4,2,3,3-Moderately,4,4,2,5-Mostly Dependent on AI,5,5,3,3,4,5,5,11PM-12AM,After 8AM,No,,,3.00–3.24
8/26/2026 11:31:01,ME,3rd Year,Laptop,More than  8 hours,2 - 4 hours,3-Moderate Time,2,3-Moderate Time,1-Minimum Time,4,4,2,4,3-Moderately,2,5-Mostly Dependent on AI,3,3,3,2,3,4,3,12AM-1AM,6AM-7AM,No,,,3.50–3.74
8/26/2026 11:40:31,CSE,2nd Year,Desktop Computer,2 - 5 hours,4 - 6 hours,5-Most Time,4,4,3-Moderate Time,4,4,5-Mostly Dependent on AI,2,4,2,5-Mostly Dependent on AI,4,3,5,4,4,5,4,After 1AM,6AM-7AM,Yes,5:30:00 PM,6:30:00 PM,3.25–3.49
8/26/2026 11:44:53,CSE,2nd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,1-Minimum Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,4,5,4,4,5-Mostly Dependent on AI,3-Moderately,5-Mostly Dependent on AI,2,2,2,3,4,2,4,11PM-12AM,6AM-7AM,Yes,4:30:00 PM,5:30:00 PM,3.50–3.74
8/26/2026 12:10:14,CSE,2nd Year,Laptop,More than  8 hours,Less than 1 hour,2,4,4,4,4,4,3-Moderately,2,5-Mostly Dependent on AI,3-Moderately,3-Moderately,3,5,3,4,5,4,5,After 1AM,After 8AM,No,,,3.25–3.49
8/26/2026 12:27:20,ME,2nd Year,Laptop,Less than 2 hour,Less than 1 hour,2,2,3-Moderate Time,2,2,1,2,2,2,1-Occasionally,2,1,1,2,3,3,2,3,10PM-11PM,5AM-6AM,No,,,3.50–3.74
8/26/2026 12:36:08,CSE,3rd Year,Smartphone,Less than 2 hour,2 - 4 hours,3-Moderate Time,1-Minimum Time,3-Moderate Time,1-Minimum Time,4,3,2,2,2,1-Occasionally,2,1,1,2,2,1,2,3,10PM-11PM,5AM-6AM,Yes,4:30:00 PM,5:15:00 PM,3.50–3.74
8/26/2026 12:44:15,CSE,2nd Year,Laptop,5 - 8 hours,Less than 1 hour,1-Minimum Time,3-Moderate Time,1-Minimum Time,1-Minimum Time,4,4,3-Moderately,4,4,3-Moderately,3-Moderately,3,2,3,3,1,2,2,12AM-1AM,6AM-7AM,No,,,3.50–3.74
8/26/2026 12:48:21,IEM,1st Year,Smartphone,5 - 8 hours,4 - 6 hours,5-Most Time,3-Moderate Time,4,2,3-Moderate Time,3,4,3-Moderately,4,3-Moderately,4,5,3,4,5,5,4,4,11PM-12AM,7AM-8AM,No,,,3.50–3.74
8/26/2026 12:51:31,BME,4th Year,Laptop,5 - 8 hours,4 - 6 hours,3-Moderate Time,4,5-Most Time,2,3-Moderate Time,4,5-Mostly Dependent on AI,4,4,4,4,4,2,3,4,3,3,4,12AM-1AM,6AM-7AM,No,,,3.25–3.49
8/26/2026 12:53:03,ESE,3rd Year,Smartphone,More than  8 hours,2 - 4 hours,4,3-Moderate Time,5-Most Time,5-Most Time,3-Moderate Time,4,5-Mostly Dependent on AI,4,4,3-Moderately,1-Occasionally,4,4,3,3,4,5,5,After 1AM,After 8AM,Yes,4:45:00 PM,5:45:00 PM,3.00–3.24
8/26/2026 13:00:29,ME,1st Year,Laptop,5 - 8 hours,2 - 4 hours,2,3-Moderate Time,4,1-Minimum Time,3-Moderate Time,3,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,1,2,2,1,4,2,5,12AM-1AM,6AM-7AM,No,,,3.75–4.00
8/26/2026 13:06:24,CSE,1st Year,Tablet / iPad,5 - 8 hours,2 - 4 hours,4,5-Most Time,5-Most Time,5-Most Time,3-Moderate Time,5,5-Mostly Dependent on AI,4,2,1-Occasionally,5-Mostly Dependent on AI,4,4,2,3,4,5,4,After 1AM,After 8AM,Yes,4:45:00 PM,6:30:00 PM,3.50–3.74
8/26/2026 13:07:22,CSE,2nd Year,Laptop,5 - 8 hours,2 - 4 hours,2,4,4,3-Moderate Time,5-Most Time,4,5-Mostly Dependent on AI,5-Mostly Dependent on AI,4,3-Moderately,5-Mostly Dependent on AI,5,4,5,3,5,5,5,After 1AM,6AM-7AM,Yes,5:15:00 PM,7:00:00 PM,Below 3.00
8/26/2026 13:08:50,ESE,1st Year,Laptop,5 - 8 hours,Less than 1 hour,4,5-Most Time,4,2,3-Moderate Time,4,4,5-Mostly Dependent on AI,4,2,5-Mostly Dependent on AI,4,5,4,5,4,5,5,After 1AM,7AM-8AM,Yes,4:00:00 PM,4:45:00 PM,3.00–3.24
8/26/2026 13:09:24,CSE,1st Year,Laptop,5 - 8 hours,4 - 6 hours,3-Moderate Time,3-Moderate Time,4,4,5-Most Time,5,5-Mostly Dependent on AI,4,4,1-Occasionally,3-Moderately,5,3,5,3,4,4,4,After 1AM,After 8AM,Yes,5:30:00 PM,6:15:00 PM,3.50–3.74
8/26/2026 13:10:56,CSE,4th Year,Laptop,5 - 8 hours,2 - 4 hours,2,5-Most Time,3-Moderate Time,2,3-Moderate Time,5,5-Mostly Dependent on AI,4,5-Mostly Dependent on AI,2,3-Moderately,2,4,3,4,4,2,3,After 1AM,7AM-8AM,No,,,3.00–3.24
8/26/2026 13:16:42,CSE,1st Year,Laptop,5 - 8 hours,Less than 1 hour,3-Moderate Time,2,4,4,3-Moderate Time,3,4,5-Mostly Dependent on AI,5-Mostly Dependent on AI,2,5-Mostly Dependent on AI,3,5,3,3,4,4,5,12AM-1AM,After 8AM,Yes,3:00:00 PM,3:45:00 PM,Below 3.00
8/26/2026 13:20:16,CSE,3rd Year,Laptop,More than  8 hours,2 - 4 hours,4,2,2,2,3-Moderate Time,5,3-Moderately,5-Mostly Dependent on AI,4,4,3-Moderately,2,4,1,1,2,2,3,12AM-1AM,5AM-6AM,Yes,4:15:00 PM,5:45:00 PM,3.25–3.49
8/26/2026 13:24:12,CSE,2nd Year,Smartphone,More than  8 hours,2 - 4 hours,1-Minimum Time,3-Moderate Time,5-Most Time,4,3-Moderate Time,5,5-Mostly Dependent on AI,4,5-Mostly Dependent on AI,1-Occasionally,3-Moderately,3,3,3,2,5,5,5,12AM-1AM,7AM-8AM,Yes,5:30:00 PM,6:30:00 PM,3.25–3.49
8/26/2026 13:25:39,CSE,1st Year,Laptop,5 - 8 hours,2 - 4 hours,5-Most Time,2,5-Most Time,3-Moderate Time,4,3,3-Moderately,5-Mostly Dependent on AI,5-Mostly Dependent on AI,2,2,5,4,4,5,5,3,3,After 1AM,7AM-8AM,Yes,4:00:00 PM,4:45:00 PM,3.00–3.24
8/26/2026 13:39:24,CSE,2nd Year,Laptop,2 - 5 hours,4 - 6 hours,2,2,4,2,3-Moderate Time,2,3-Moderately,2,2,3-Moderately,1-Occasionally,2,2,2,1,4,1,4,11PM-12AM,6AM-7AM,No,,,3.25–3.49
8/26/2026 13:40:55,CSE,1st Year,Laptop,5 - 8 hours,2 - 4 hours,3-Moderate Time,3-Moderate Time,4,3-Moderate Time,3-Moderate Time,4,2,3-Moderately,5-Mostly Dependent on AI,3-Moderately,3-Moderately,4,2,3,3,3,3,4,12AM-1AM,6AM-7AM,No,,,3.25–3.49
8/26/2026 13:45:39,CSE,1st Year,Smartphone,More than  8 hours,Less than 1 hour,4,5-Most Time,5-Most Time,3-Moderate Time,3-Moderate Time,3,3-Moderately,4,5-Mostly Dependent on AI,4,4,5,5,5,3,5,5,4,After 1AM,7AM-8AM,Yes,4:30:00 PM,5:15:00 PM,3.00–3.24
8/26/2026 13:59:09,IEM,2nd Year,Tablet / iPad,More than  8 hours,4 - 6 hours,2,2,4,2,3-Moderate Time,4,3-Moderately,3-Moderately,4,3-Moderately,5-Mostly Dependent on AI,2,3,3,4,3,2,4,12AM-1AM,After 8AM,No,,,3.75–4.00
8/26/2026 13:59:12,CE,3rd Year,Desktop Computer,5 - 8 hours,Less than 1 hour,4,4,4,4,4,5,4,3-Moderately,4,4,2,2,5,4,5,4,5,5,After 1AM,After 8AM,No,,,3.00–3.24
8/26/2026 14:01:54,ECE,1st Year,Smartphone,2 - 5 hours,2 - 4 hours,4,2,5-Most Time,3-Moderate Time,2,5,2,4,4,2,4,5,4,4,5,5,5,4,12AM-1AM,6AM-7AM,Yes,3:15:00 PM,4:30:00 PM,3.00–3.24
8/26/2026 14:03:24,CE,1st Year,Smartphone,5 - 8 hours,2 - 4 hours,3-Moderate Time,3-Moderate Time,3-Moderate Time,2,3-Moderate Time,3,4,4,4,4,2,3,5,3,1,4,3,2,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/26/2026 14:06:27,ECE,1st Year,Smartphone,More than  8 hours,Less than 1 hour,4,4,4,4,4,5,4,5-Mostly Dependent on AI,3-Moderately,2,3-Moderately,3,5,4,5,5,5,5,After 1AM,7AM-8AM,No,,,Below 3.00
8/26/2026 14:07:10,EEE,1st Year,Desktop Computer,2 - 5 hours,2 - 4 hours,2,2,2,3-Moderate Time,2,3,5-Mostly Dependent on AI,3-Moderately,3-Moderately,2,5-Mostly Dependent on AI,5,4,4,2,5,3,5,After 1AM,7AM-8AM,Yes,3:45:00 PM,5:30:00 PM,3.25–3.49
8/26/2026 14:07:26,CSE,2nd Year,Desktop Computer,5 - 8 hours,Less than 1 hour,3-Moderate Time,3-Moderate Time,3-Moderate Time,5-Most Time,3-Moderate Time,4,4,4,5-Mostly Dependent on AI,1-Occasionally,4,4,4,3,5,5,4,5,12AM-1AM,After 8AM,No,,,3.00–3.24
8/26/2026 14:08:23,CSE,1st Year,Laptop,5 - 8 hours,2 - 4 hours,2,4,5-Most Time,3-Moderate Time,4,3,3-Moderately,4,3-Moderately,4,3-Moderately,3,3,5,3,4,5,5,After 1AM,7AM-8AM,Yes,4:00:00 PM,5:45:00 PM,3.00–3.24
8/26/2026 14:16:20,CE,1st Year,Laptop,5 - 8 hours,4 - 6 hours,3-Moderate Time,2,3-Moderate Time,2,3-Moderate Time,4,3-Moderately,4,4,3-Moderately,3-Moderately,1,4,4,3,3,2,4,11PM-12AM,7AM-8AM,Yes,3:45:00 PM,5:30:00 PM,3.25–3.49
8/26/2026 14:17:31,CE,2nd Year,Laptop,5 - 8 hours,4 - 6 hours,2,3-Moderate Time,3-Moderate Time,5-Most Time,4,3,3-Moderately,5-Mostly Dependent on AI,3-Moderately,1-Occasionally,2,4,4,3,4,5,4,3,After 1AM,After 8AM,No,,,3.00–3.24
